,train_time,predict_time,time,dataset_rows,dataset_size_num,dataset_size,number_of_cores
0,53.988498,0,53.988498,3256100,100,360643033,1
1,37.057839,0,37.057839,3256100,100,360643033,2
2,36.607909,0,36.607909,3256100,100,360643033,3
3,31.506135,0,31.506135,3256100,100,360643033,4
