,dataset_size_num,dataset_size,pyspark_time,pyspark_train_time,pyspark_predict_time,sklearn_time,sklearn_train_time,sklearn_predict_time
0,1,3606463,5.048896,5.02198,0.026916,0.037717,0.035329,0.002388
1,100,360643033,31.208146,31.190768,0.017378,6.989689,6.898456,0.091233
