,time,dataset_rows,dataset_size_num,dataset_size,number_of_cores
0,128.155302,32561000,1000,3606430033,4
1,79.853277,32561000,1000,3606430033,8
2,68.489299,32561000,1000,3606430033,12
3,62.441931,32561000,1000,3606430033,16
4,65.484197,32561000,1000,3606430033,20
5,65.901764,32561000,1000,3606430033,24
6,67.829139,32561000,1000,3606430033,28
7,63.900804,32561000,1000,3606430033,32
